gene_id	gene_type	gene_name
ENSG00000273553	lncRNA	AC016597.2
ENSG00000169181	protein_coding	GSG1L
ENSG00000169180	protein_coding	XPO6
ENSG00000283662	lncRNA	AC138904.3
ENSG00000188322	protein_coding	SBK1
ENSG00000246465	lncRNA	AC138904.1
ENSG00000198156	protein_coding	NPIPB6
ENSG00000205609	protein_coding	EIF3CL
ENSG00000270118	lncRNA	AC138894.2
ENSG00000233232	protein_coding	NPIPB7
ENSG00000188603	protein_coding	CLN3
ENSG00000184730	protein_coding	APOBR
ENSG00000197272	protein_coding	IL27
ENSG00000176046	protein_coding	NUPR1
ENSG00000275441	lncRNA	AC020765.2
ENSG00000176476	protein_coding	SGF29
ENSG00000197165	protein_coding	SULT1A2
ENSG00000196502	protein_coding	SULT1A1
ENSG00000255524	protein_coding	NPIPB8
ENSG00000184110	protein_coding	EIF3C
ENSG00000196993	protein_coding	NPIPB9
ENSG00000251417	lncRNA	AC145285.2
ENSG00000260796	lncRNA	AC145285.3
ENSG00000275807	lncRNA	AC145285.6
ENSG00000168488	protein_coding	ATXN2L
ENSG00000260570	lncRNA	AC133550.2
ENSG00000178952	protein_coding	TUFM
ENSG00000178188	protein_coding	SH2B1
ENSG00000261766	lncRNA	AC133550.3
ENSG00000196296	protein_coding	ATP2A1
ENSG00000260442	lncRNA	ATP2A1-AS1
ENSG00000177548	protein_coding	RABEP2
ENSG00000177455	protein_coding	CD19
ENSG00000176953	protein_coding	NFATC2IP
ENSG00000260853	lncRNA	AC109460.2
ENSG00000260367	lncRNA	AC109460.1
ENSG00000169682	protein_coding	SPNS1
ENSG00000213658	protein_coding	LAT
ENSG00000261552	lncRNA	AC109460.4
ENSG00000260517	lncRNA	AC009093.2
ENSG00000259807	lncRNA	AC009093.1
ENSG00000273582	lncRNA	AC009093.5
ENSG00000260953	lncRNA	AC009093.4
ENSG00000277999	lncRNA	AC009093.6
ENSG00000254206	protein_coding	NPIPB11
ENSG00000183336	protein_coding	BOLA2
ENSG00000181625	protein_coding	SLX1B
ENSG00000213648	protein_coding	SULT1A4
ENSG00000169203	protein_coding	NPIPB12
ENSG00000197471	protein_coding	SPN
ENSG00000103485	protein_coding	QPRT
ENSG00000185905	protein_coding	C16orf54
ENSG00000260719	lncRNA	AC009133.3
ENSG00000174992	protein_coding	ZG16
ENSG00000079616	protein_coding	KIF22
ENSG00000275857	lncRNA	AC009133.4
ENSG00000103495	protein_coding	MAZ
ENSG00000259952	lncRNA	AC009133.2
ENSG00000238045	lncRNA	AC009133.1
ENSG00000167371	protein_coding	PRRT2
ENSG00000280789	protein_coding	PAGR1
ENSG00000013364	protein_coding	MVP
ENSG00000103502	protein_coding	CDIPT
ENSG00000278713	lncRNA	AC120114.2
ENSG00000174938	protein_coding	SEZ6L2
ENSG00000174939	protein_coding	ASPHD1
ENSG00000174943	protein_coding	KCTD13
ENSG00000247735	lncRNA	AC120114.1
ENSG00000149932	protein_coding	TMEM219
ENSG00000149930	protein_coding	TAOK2
ENSG00000149929	protein_coding	HIRIP3
ENSG00000169592	protein_coding	INO80E
ENSG00000149927	protein_coding	DOC2A
ENSG00000167194	protein_coding	C16orf92
ENSG00000149926	protein_coding	TLCD3B
ENSG00000285043	protein_coding	AC093512.2
ENSG00000149925	protein_coding	ALDOA
ENSG00000274904	lncRNA	AC093512.1
ENSG00000149923	protein_coding	PPP4C
ENSG00000149922	protein_coding	TBX6
ENSG00000090238	protein_coding	YPEL3
ENSG00000250616	lncRNA	AC012645.1
ENSG00000102886	protein_coding	GDPD3
ENSG00000261367	lncRNA	AC012645.2
ENSG00000275371	lncRNA	AC012645.4
ENSG00000102882	protein_coding	MAPK3
ENSG00000102879	protein_coding	CORO1A
ENSG00000261416	lncRNA	AC012645.3
ENSG00000169627	protein_coding	BOLA2B
ENSG00000132207	protein_coding	SLX1A
ENSG00000261052	protein_coding	SULT1A3
ENSG00000198064	protein_coding	NPIPB13
ENSG00000169217	protein_coding	CD2BP2
ENSG00000260219	lncRNA	CD2BP2-DT
ENSG00000169221	protein_coding	TBC1D10B
ENSG00000274653	lncRNA	AC106782.5
ENSG00000180209	protein_coding	MYLPF
ENSG00000180035	protein_coding	ZNF48
ENSG00000180096	protein_coding	SEPTIN1
ENSG00000179965	protein_coding	ZNF771
ENSG00000179958	protein_coding	DCTPP1
ENSG00000179918	protein_coding	SEPHS2
ENSG00000005844	protein_coding	ITGAL
ENSG00000261346	lncRNA	AC116348.3
ENSG00000260487	lncRNA	AC116348.1
ENSG00000261332	lncRNA	AC116348.2
ENSG00000169957	protein_coding	ZNF768
ENSG00000169955	protein_coding	ZNF747
ENSG00000235560	lncRNA	AC002310.1
ENSG00000169951	protein_coding	ZNF764
ENSG00000229809	protein_coding	ZNF688
ENSG00000239791	lncRNA	AC002310.2
ENSG00000197162	protein_coding	ZNF785
ENSG00000260167	lncRNA	AC093249.2
ENSG00000156853	protein_coding	ZNF689
ENSG00000156858	protein_coding	PRR14
ENSG00000156860	protein_coding	FBRS
ENSG00000261840	lncRNA	AC093249.6
ENSG00000080603	protein_coding	SRCAP
ENSG00000281991	protein_coding	TMEM265
ENSG00000156873	protein_coding	PHKG2
ENSG00000196118	protein_coding	CCDC189
ENSG00000103549	protein_coding	RNF40
ENSG00000102870	protein_coding	ZNF629
ENSG00000274678	lncRNA	AC106886.3
ENSG00000099385	protein_coding	BCL7C
ENSG00000260083	lncRNA	MIR762HG
ENSG00000262721	lncRNA	AC135048.2
ENSG00000150281	protein_coding	CTF1
ENSG00000260852	lncRNA	FBXL19-AS1
ENSG00000099364	protein_coding	FBXL19
ENSG00000175938	protein_coding	ORAI3
ENSG00000275263	lncRNA	AC135048.3
ENSG00000099381	protein_coding	SETD1A
ENSG00000099377	protein_coding	HSD3B7
ENSG00000099365	protein_coding	STX1B
ENSG00000103496	protein_coding	STX4
ENSG00000260911	lncRNA	AC135050.3
ENSG00000232748	lncRNA	AC135050.1
ENSG00000167394	protein_coding	ZNF668
ENSG00000261124	lncRNA	AC135050.4
ENSG00000167395	protein_coding	ZNF646
ENSG00000151006	protein_coding	PRSS53
ENSG00000167397	protein_coding	VKORC1
ENSG00000103507	protein_coding	BCKDK
ENSG00000103510	protein_coding	KAT8
ENSG00000262766	lncRNA	AC135050.5
ENSG00000278133	lncRNA	AC135050.6
ENSG00000261385	lncRNA	AC009088.3
ENSG00000052344	protein_coding	PRSS8
ENSG00000178226	protein_coding	PRSS36
ENSG00000089280	protein_coding	FUS
ENSG00000260304	lncRNA	AC009088.2
ENSG00000260060	lncRNA	AC009088.1
ENSG00000103490	protein_coding	PYCARD
ENSG00000261359	lncRNA	PYCARD-AS1
ENSG00000177238	protein_coding	TRIM72
ENSG00000169900	protein_coding	PYDC1
ENSG00000169896	protein_coding	ITGAM
ENSG00000140678	protein_coding	ITGAX
ENSG00000156886	protein_coding	ITGAD
ENSG00000260757	lncRNA	AC093520.1
ENSG00000156885	protein_coding	COX6A2
ENSG00000277543	lncRNA	AC026471.5
ENSG00000176723	protein_coding	ZNF843
ENSG00000261474	lncRNA	AC026471.4
ENSG00000260267	lncRNA	AC026471.1
ENSG00000140691	protein_coding	ARMC5
ENSG00000140682	protein_coding	TGFB1I1
ENSG00000140675	protein_coding	SLC5A2
ENSG00000260740	lncRNA	AC026471.3
ENSG00000140688	protein_coding	C16orf58
ENSG00000260625	lncRNA	AC026471.2
ENSG00000169877	protein_coding	AHSP
ENSG00000261475	lncRNA	LINC02190
ENSG00000261648	lncRNA	AC106730.1
ENSG00000260568	lncRNA	AC074050.2
ENSG00000276867	lncRNA	AC074050.4
ENSG00000261731	lncRNA	AC074050.3
ENSG00000197302	protein_coding	ZNF720
ENSG00000259810	lncRNA	AC002519.1
ENSG00000185947	protein_coding	ZNF267
ENSG00000261704	IG_V_pseudogene	IGHV1OR16-1
ENSG00000260048	IG_V_pseudogene	IGHV1OR16-3
ENSG00000270472	IG_V_gene	IGHV3OR16-9
ENSG00000286473	lncRNA	AC133485.7
ENSG00000260847	lncRNA	AC133485.5
ENSG00000260575	lncRNA	AC133485.3
ENSG00000205456	protein_coding	TP53TG3D
ENSG00000260402	lncRNA	AC133485.2
ENSG00000261541	lncRNA	AC138915.3
ENSG00000261569	lncRNA	AC138907.7
ENSG00000260311	lncRNA	AC138907.1
ENSG00000183632	protein_coding	TP53TG3
ENSG00000260974	lncRNA	AC138907.3
ENSG00000260845	lncRNA	AC138907.2
ENSG00000260158	lncRNA	AC137761.1
ENSG00000259303	IG_V_gene	IGHV2OR16-5
ENSG00000214614	lncRNA	AC142086.1
ENSG00000261834	IG_V_pseudogene	IGHV3OR16-15
ENSG00000270864	IG_V_pseudogene	IGHV3OR16-6
ENSG00000259852	IG_V_pseudogene	IGHV1OR16-2
ENSG00000233732	IG_V_gene	IGHV3OR16-10
ENSG00000260921	lncRNA	AC142086.4
ENSG00000259997	IG_V_pseudogene	IGHV1OR16-4
ENSG00000271130	IG_V_gene	IGHV3OR16-8
ENSG00000260141	lncRNA	AC145350.2
ENSG00000261682	lncRNA	AC145350.4
ENSG00000260419	lncRNA	AC138869.2
ENSG00000205457	protein_coding	TP53TG3C
ENSG00000260827	lncRNA	AC138869.3
ENSG00000261507	lncRNA	AC141257.2
ENSG00000275034	protein_coding	TP53TG3E
ENSG00000261509	protein_coding	TP53TG3B
ENSG00000261009	lncRNA	AC141257.1
ENSG00000278848	protein_coding	TP53TG3F
ENSG00000260626	lncRNA	AC136944.1
ENSG00000261200	lncRNA	AC136944.2
ENSG00000261466	lncRNA	AC136944.4
ENSG00000270467	IG_V_gene	IGHV3OR16-12
ENSG00000271178	IG_V_gene	IGHV3OR16-13
ENSG00000259680	protein_coding	AC136428.1
ENSG00000260312	lncRNA	AC140658.2
ENSG00000270318	IG_V_pseudogene	IGHV3OR16-11
ENSG00000271620	IG_V_pseudogene	IGHV3OR16-7
ENSG00000205452	lncRNA	AC140658.1
ENSG00000256642	lncRNA	LINC00273
ENSG00000288300	lncRNA	FP325313.3
ENSG00000260854	lncRNA	LINC02184
ENSG00000179755	lncRNA	AC135776.1
ENSG00000261566	lncRNA	AC135776.2
ENSG00000261800	lncRNA	AC023824.5
ENSG00000260073	lncRNA	AC023824.1
ENSG00000261398	lncRNA	AC023824.4
ENSG00000260958	lncRNA	AC023824.3
ENSG00000259841	lncRNA	LINC01566
ENSG00000287163	lncRNA	AC018558.6
ENSG00000261350	lncRNA	AC018558.2
ENSG00000261445	lncRNA	AC018558.3
ENSG00000287448	lncRNA	AC018558.7
ENSG00000260857	lncRNA	AC018558.1
ENSG00000259791	lncRNA	AC092325.1
ENSG00000261122	lncRNA	LINC02167
ENSG00000260611	lncRNA	AC106785.2
ENSG00000171241	protein_coding	SHCBP1
ENSG00000261512	lncRNA	AC092368.3
ENSG00000069329	protein_coding	VPS35
ENSG00000261131	lncRNA	AC012186.2
ENSG00000091651	protein_coding	ORC6
ENSG00000140795	protein_coding	MYLK3
ENSG00000155330	protein_coding	C16orf87
ENSG00000166123	protein_coding	GPT2
ENSG00000069345	protein_coding	DNAJA2
ENSG00000261173	lncRNA	AC018845.3
ENSG00000259821	lncRNA	AC018845.1
ENSG00000171208	protein_coding	NETO2
ENSG00000260281	lncRNA	ITFG1-AS1
ENSG00000129636	protein_coding	ITFG1
ENSG00000260744	lncRNA	AC007494.2
ENSG00000261369	lncRNA	AC007533.1
ENSG00000102893	protein_coding	PHKB
ENSG00000262038	lncRNA	AC007599.2
ENSG00000261231	lncRNA	LINC02133
ENSG00000261325	lncRNA	LINC02192
ENSG00000260450	lncRNA	LINC02134
ENSG00000288026	lncRNA	AC096996.3
ENSG00000140798	protein_coding	ABCC12
ENSG00000261538	lncRNA	AC096996.2
ENSG00000121270	protein_coding	ABCC11
ENSG00000102910	protein_coding	LONP2
ENSG00000196470	protein_coding	SIAH1
ENSG00000261802	lncRNA	AC026470.3
ENSG00000102921	protein_coding	N4BP1
ENSG00000261267	lncRNA	AC026470.2
ENSG00000259912	lncRNA	AC023813.1
ENSG00000260086	lncRNA	AC007611.1
ENSG00000260052	lncRNA	AC023813.3
ENSG00000272545	lncRNA	AC023813.4
ENSG00000287469	lncRNA	AC044798.3
ENSG00000261421	lncRNA	AC044798.1
ENSG00000261815	lncRNA	AC044798.2
ENSG00000102924	protein_coding	CBLN1
ENSG00000279249	lncRNA	AC007614.1
ENSG00000166152	protein_coding	C16orf78
ENSG00000262950	lncRNA	AC007861.1
ENSG00000263110	lncRNA	AC007861.2
ENSG00000261623	lncRNA	LINC02179
ENSG00000102935	protein_coding	ZNF423
ENSG00000275155	lncRNA	AC027348.1
ENSG00000261751	lncRNA	AC007603.1
ENSG00000205423	protein_coding	CNEP1R1
ENSG00000259843	lncRNA	AC007610.1
ENSG00000155393	protein_coding	HEATR3
ENSG00000260381	lncRNA	AC007610.2
ENSG00000287444	lncRNA	AC007610.5
ENSG00000121274	protein_coding	TENT4B
ENSG00000121281	protein_coding	ADCY7
ENSG00000166164	protein_coding	BRD7
ENSG00000261393	lncRNA	AC007493.2
ENSG00000261092	lncRNA	LINC02178
ENSG00000260573	lncRNA	AC007493.1
ENSG00000140807	protein_coding	NKD1
ENSG00000260029	lncRNA	AC007608.2
ENSG00000205414	lncRNA	AC007608.1
ENSG00000260249	lncRNA	AC007608.3
ENSG00000167208	protein_coding	SNX20
ENSG00000167207	protein_coding	NOD2
ENSG00000270120	lncRNA	AC007728.3
ENSG00000261644	lncRNA	AC007728.2
ENSG00000083799	protein_coding	CYLD
ENSG00000260616	lncRNA	AC007728.1
ENSG00000261703	lncRNA	LINC02168
ENSG00000261241	lncRNA	LINC02128
ENSG00000260042	lncRNA	AC025810.1
ENSG00000261637	lncRNA	LINC02127
ENSG00000260605	lncRNA	AC027688.1
ENSG00000260620	lncRNA	AC027688.2
ENSG00000287718	lncRNA	AC009166.3
ENSG00000103449	protein_coding	SALL1
ENSG00000261238	lncRNA	AC009166.1
ENSG00000285367	lncRNA	AC087564.1
ENSG00000287256	lncRNA	AC137494.1
ENSG00000260850	lncRNA	AC007344.1
ENSG00000224578	protein_coding	HNRNPA1P48
ENSG00000260057	lncRNA	LINC01571
ENSG00000261190	lncRNA	C16orf97
ENSG00000261470	lncRNA	AC009039.1
ENSG00000260268	lncRNA	LINC00919
ENSG00000261749	lncRNA	LINC02180
ENSG00000260975	lncRNA	AC007333.2
ENSG00000260478	lncRNA	AC007333.1
ENSG00000260887	lncRNA	CASC22
ENSG00000103460	protein_coding	TOX3
ENSG00000249231	lncRNA	CASC16
ENSG00000285800	lncRNA	AC026462.5
ENSG00000260963	lncRNA	AC026462.3
ENSG00000260393	lncRNA	AC026462.2
ENSG00000261261	lncRNA	AC026462.4
ENSG00000277639	protein_coding	AC007906.2
ENSG00000177200	protein_coding	CHD9
ENSG00000261291	lncRNA	AC007906.1
ENSG00000261804	lncRNA	AC007342.4
ENSG00000262714	lncRNA	AC007342.5
ENSG00000103479	protein_coding	RBL2
ENSG00000259926	lncRNA	AC007342.1
ENSG00000166971	protein_coding	AKTIP
ENSG00000287909	lncRNA	AC007497.2
ENSG00000103494	protein_coding	RPGRIP1L
ENSG00000275191	lncRNA	AC007497.1
ENSG00000140718	protein_coding	FTO
ENSG00000261630	lncRNA	AC007496.2
ENSG00000260194	lncRNA	AC007496.1
ENSG00000261049	lncRNA	AC007347.1
ENSG00000259759	lncRNA	AC007907.1
ENSG00000259517	lncRNA	LINC02169
ENSG00000177508	protein_coding	IRX3
ENSG00000283689	lncRNA	AC018553.2
ENSG00000277559	lncRNA	AC018553.1
ENSG00000261803	lncRNA	LINC02140
ENSG00000287885	lncRNA	AC018553.3
ENSG00000286845	lncRNA	AC007343.1
ENSG00000283304	lncRNA	LINC02183
ENSG00000283258	lncRNA	AC007491.1
ENSG00000245694	lncRNA	CRNDE
ENSG00000286357	lncRNA	AC106742.1
ENSG00000176842	protein_coding	IRX5
ENSG00000259711	lncRNA	AC106738.1
ENSG00000259725	lncRNA	AC106738.2
ENSG00000285775	lncRNA	AC109136.1
ENSG00000259283	lncRNA	AC109462.1
ENSG00000283423	lncRNA	AC109462.3
ENSG00000159387	protein_coding	IRX6
ENSG00000263207	lncRNA	AC109462.2
ENSG00000087245	protein_coding	MMP2
ENSG00000274508	lncRNA	AC007336.2
ENSG00000260135	lncRNA	MMP2-AS1
ENSG00000087253	protein_coding	LPCAT2
ENSG00000261997	lncRNA	AC007336.1
ENSG00000256812	protein_coding	CAPNS2
ENSG00000103546	protein_coding	SLC6A2
ENSG00000198848	protein_coding	CES1
ENSG00000159398	protein_coding	CES5A
ENSG00000246379	lncRNA	AC040168.1
ENSG00000260041	lncRNA	AC007495.1
ENSG00000087258	protein_coding	GNAO1
ENSG00000261439	lncRNA	AC079411.1
ENSG00000287866	lncRNA	AC009102.4
ENSG00000260198	lncRNA	AC009102.1
ENSG00000272372	lncRNA	AC009102.2
ENSG00000159461	protein_coding	AMFR
ENSG00000260621	lncRNA	AC092140.1
ENSG00000167005	protein_coding	NUDT21
ENSG00000087263	protein_coding	OGFOD1
ENSG00000274031	lncRNA	AC092140.2
ENSG00000125124	protein_coding	BBS2
ENSG00000102891	protein_coding	MT4
ENSG00000087250	protein_coding	MT3
ENSG00000125148	protein_coding	MT2A
ENSG00000260823	lncRNA	AC026461.3
ENSG00000169715	protein_coding	MT1E
ENSG00000205364	protein_coding	MT1M
ENSG00000205362	protein_coding	MT1A
ENSG00000169688	protein_coding	MT1B
ENSG00000198417	protein_coding	MT1F
ENSG00000125144	protein_coding	MT1G
ENSG00000205358	protein_coding	MT1H
ENSG00000187193	protein_coding	MT1X
ENSG00000261302	lncRNA	AC106779.1
ENSG00000102900	protein_coding	NUP93
ENSG00000070915	protein_coding	SLC12A3
ENSG00000051108	protein_coding	HERPUD1
ENSG00000261270	lncRNA	AC012181.2
ENSG00000261114	lncRNA	AC012181.1
ENSG00000087237	protein_coding	CETP
ENSG00000140853	protein_coding	NLRC5
ENSG00000260145	lncRNA	AC023825.2
ENSG00000260148	lncRNA	AC009090.2
ENSG00000140848	protein_coding	CPNE2
ENSG00000172775	protein_coding	FAM192A
ENSG00000285979	lncRNA	AC009090.6
ENSG00000159579	protein_coding	RSPRY1
ENSG00000102931	protein_coding	ARL2BP
ENSG00000276663	lncRNA	AC009090.3
ENSG00000260038	lncRNA	AC009090.1
ENSG00000102934	protein_coding	PLLP
ENSG00000102962	protein_coding	CCL22
ENSG00000006210	protein_coding	CX3CL1
ENSG00000102970	protein_coding	CCL17
ENSG00000005194	protein_coding	CIAPIN1
ENSG00000088682	protein_coding	COQ9
ENSG00000102978	protein_coding	POLR2C
ENSG00000125170	protein_coding	DOK4
ENSG00000135736	protein_coding	CCDC102A
ENSG00000159618	protein_coding	ADGRG5
ENSG00000205336	protein_coding	ADGRG1
ENSG00000261633	lncRNA	AC018552.3
ENSG00000182885	protein_coding	ADGRG3
ENSG00000260467	lncRNA	AC018552.2
ENSG00000159625	protein_coding	DRC7
ENSG00000140854	protein_coding	KATNB1
ENSG00000140859	protein_coding	KIFC3
ENSG00000276166	lncRNA	AC092118.2
ENSG00000187185	lncRNA	AC092118.1
ENSG00000070729	protein_coding	CNGB1
ENSG00000159648	protein_coding	TEPP
ENSG00000166188	protein_coding	ZNF319
ENSG00000103005	protein_coding	USB1
ENSG00000102996	protein_coding	MMP15
ENSG00000070761	protein_coding	CFAP20
ENSG00000260545	lncRNA	AC026771.1
ENSG00000260927	lncRNA	AC009107.2
ENSG00000070770	protein_coding	CSNK2A2
ENSG00000260867	lncRNA	AC009107.1
ENSG00000103021	protein_coding	CCDC113
ENSG00000103023	protein_coding	PRSS54
ENSG00000181938	protein_coding	GINS3
ENSG00000261078	lncRNA	AC009118.1
ENSG00000276131	lncRNA	AC009118.2
ENSG00000260186	lncRNA	LINC02137
ENSG00000103034	protein_coding	NDRG4
ENSG00000103037	protein_coding	SETD6
ENSG00000125107	protein_coding	CNOT1
ENSG00000276259	lncRNA	AC009118.3
ENSG00000103042	protein_coding	SLC38A7
ENSG00000125166	protein_coding	GOT2
ENSG00000245768	lncRNA	AC106793.1
ENSG00000261638	lncRNA	AC092378.1
ENSG00000261807	lncRNA	LINC02141
ENSG00000261436	lncRNA	AC009081.2
ENSG00000261310	lncRNA	AC009081.1
ENSG00000286653	lncRNA	AC092125.2
ENSG00000150394	protein_coding	CDH8
ENSG00000260600	lncRNA	AC092125.1
ENSG00000260115	lncRNA	AC012174.1
ENSG00000231589	lncRNA	AC009110.1
ENSG00000261502	lncRNA	AC040174.1
ENSG00000269986	lncRNA	AC040174.2
ENSG00000260658	lncRNA	AC138305.1
ENSG00000261743	lncRNA	AC138305.2
ENSG00000261014	lncRNA	LINC02165
ENSG00000261653	lncRNA	AC092337.1
ENSG00000260715	lncRNA	AC093536.2
ENSG00000261028	lncRNA	AC012322.1
ENSG00000259846	lncRNA	AC092131.1
ENSG00000140937	protein_coding	CDH11
ENSG00000259847	lncRNA	LINC02126
ENSG00000260834	lncRNA	AC009055.2
ENSG00000260364	lncRNA	AC009055.1
ENSG00000261742	lncRNA	LINC00922
ENSG00000261818	lncRNA	AC092138.2
ENSG00000260004	lncRNA	AC092138.1
ENSG00000260695	lncRNA	AC022164.1
ENSG00000286928	lncRNA	AC012325.1
ENSG00000179776	protein_coding	CDH5
ENSG00000246898	lncRNA	LINC00920
ENSG00000166546	protein_coding	BEAN1
ENSG00000261656	lncRNA	BEAN1-AS1
ENSG00000166548	protein_coding	TK2
ENSG00000260755	lncRNA	AC010542.2
ENSG00000261519	lncRNA	AC010542.4
ENSG00000217555	protein_coding	CKLF
ENSG00000277978	lncRNA	AC010542.5
ENSG00000089505	protein_coding	CMTM1
ENSG00000140932	protein_coding	CMTM2
ENSG00000260650	lncRNA	AC010542.1
ENSG00000140931	protein_coding	CMTM3
ENSG00000183723	protein_coding	CMTM4
ENSG00000135720	protein_coding	DYNC1LI2
ENSG00000260465	lncRNA	AC018557.1
ENSG00000287965	lncRNA	AC018557.3
ENSG00000260558	lncRNA	AC018557.2
ENSG00000246777	lncRNA	AC044802.1
ENSG00000249961	protein_coding	TERB1
ENSG00000159593	protein_coding	NAE1
ENSG00000258122	lncRNA	AC044802.2
ENSG00000168748	protein_coding	CA7
ENSG00000172840	protein_coding	PDP2
ENSG00000166589	protein_coding	CDH16
ENSG00000166592	protein_coding	RRAD
ENSG00000166595	protein_coding	CIAO2B
ENSG00000172831	protein_coding	CES2
ENSG00000172828	protein_coding	CES3
ENSG00000172824	protein_coding	CES4A
ENSG00000067955	protein_coding	CBFB
ENSG00000125149	protein_coding	C16orf70
ENSG00000237172	protein_coding	B3GNT9
ENSG00000102871	protein_coding	TRADD
ENSG00000135722	protein_coding	FBXL8
ENSG00000102878	protein_coding	HSF4
ENSG00000140939	protein_coding	NOL3
ENSG00000196123	protein_coding	KIAA0895L
ENSG00000179044	protein_coding	EXOC3L1
ENSG00000205250	protein_coding	E2F4
ENSG00000102890	protein_coding	ELMO3
ENSG00000125122	protein_coding	LRRC29
ENSG00000168701	protein_coding	TMEM208
ENSG00000135723	protein_coding	FHOD1
ENSG00000135740	protein_coding	SLC9A5
ENSG00000196155	protein_coding	PLEKHG4
ENSG00000168676	protein_coding	KCTD19
ENSG00000159708	protein_coding	LRRC36
ENSG00000159713	protein_coding	TPPP3
ENSG00000159714	protein_coding	ZDHHC1
ENSG00000176387	protein_coding	HSD11B2
ENSG00000261320	lncRNA	AC009061.1
ENSG00000159720	protein_coding	ATP6V0D1
ENSG00000270049	lncRNA	AC009061.2
ENSG00000159723	protein_coding	AGRP
ENSG00000276075	lncRNA	AC027682.6
ENSG00000039523	protein_coding	RIPOR1
ENSG00000261396	lncRNA	AC027682.5
ENSG00000259945	lncRNA	AC027682.2
ENSG00000260894	lncRNA	AC027682.3
ENSG00000261386	lncRNA	AC027682.4
ENSG00000259804	lncRNA	AC027682.1
ENSG00000102974	protein_coding	CTCF
ENSG00000237718	lncRNA	AC009095.1
ENSG00000159753	protein_coding	CARMIL2
ENSG00000102977	protein_coding	ACD
ENSG00000102981	protein_coding	PARD6A
ENSG00000124074	protein_coding	ENKD1
ENSG00000159761	protein_coding	C16orf86
ENSG00000141098	protein_coding	GFOD2
ENSG00000141084	protein_coding	RANBP10
ENSG00000270165	lncRNA	AC010530.1
ENSG00000102904	protein_coding	TSNAXIP1
ENSG00000102901	protein_coding	CENPT
ENSG00000168286	protein_coding	THAP11
ENSG00000102898	protein_coding	NUTF2
ENSG00000038358	protein_coding	EDC4
ENSG00000188038	protein_coding	NRN1L
ENSG00000159792	protein_coding	PSKH1
ENSG00000141086	protein_coding	CTRL
ENSG00000205220	protein_coding	PSMB10
ENSG00000213398	protein_coding	LCAT
ENSG00000124067	protein_coding	SLC12A4
ENSG00000141096	protein_coding	DPEP3
ENSG00000167261	protein_coding	DPEP2
ENSG00000167264	protein_coding	DUS2
ENSG00000263201	protein_coding	DPEP2NB
ENSG00000182810	protein_coding	DDX28
ENSG00000072736	protein_coding	NFATC3
ENSG00000262514	lncRNA	AC020978.6
ENSG00000260891	lncRNA	AC020978.3
ENSG00000263276	lncRNA	AC020978.7
ENSG00000262160	lncRNA	AC020978.5
ENSG00000103067	protein_coding	ESRP2
ENSG00000261469	lncRNA	AC020978.4
ENSG00000103066	protein_coding	PLA2G15
ENSG00000260441	lncRNA	AC020978.2
ENSG00000103064	protein_coding	SLC7A6
ENSG00000103061	protein_coding	SLC7A6OS
ENSG00000132600	protein_coding	PRMT7
ENSG00000259797	lncRNA	AC020978.1
ENSG00000103056	protein_coding	SMPD3
ENSG00000287760	lncRNA	AC099521.3
ENSG00000274698	lncRNA	AC099521.1
ENSG00000184939	protein_coding	ZFP90
ENSG00000260084	lncRNA	AC126773.3
ENSG00000275383	lncRNA	AC126773.6
ENSG00000062038	protein_coding	CDH3
ENSG00000260577	lncRNA	AC126773.4
ENSG00000039068	protein_coding	CDH1
ENSG00000260798	lncRNA	AC099314.1
ENSG00000103047	protein_coding	TANGO6
ENSG00000260999	lncRNA	AC009137.1
ENSG00000266801	lncRNA	AC009137.2
ENSG00000103044	protein_coding	HAS3
ENSG00000286140	protein_coding	DERPC
ENSG00000168802	protein_coding	CHTF8
ENSG00000141076	protein_coding	UTP4
ENSG00000168807	protein_coding	SNTB2
ENSG00000265113	lncRNA	AC026474.1
ENSG00000132612	protein_coding	VPS4A
ENSG00000213380	protein_coding	COG8
ENSG00000258429	protein_coding	PDF
ENSG00000132603	protein_coding	NIP7
ENSG00000157315	protein_coding	TMED6
ENSG00000132604	protein_coding	TERF2
ENSG00000103018	protein_coding	CYB5B
ENSG00000260108	lncRNA	AC026464.2
ENSG00000102908	protein_coding	NFAT5
ENSG00000274093	lncRNA	AC009032.1
ENSG00000260772	lncRNA	AC012321.1
ENSG00000181019	protein_coding	NQO1
ENSG00000261602	lncRNA	AC092115.2
ENSG00000262136	lncRNA	AC092115.3
ENSG00000141101	protein_coding	NOB1
ENSG00000198373	protein_coding	WWP2
ENSG00000157322	protein_coding	CLEC18A
ENSG00000090857	protein_coding	PDPR
ENSG00000247228	lncRNA	AC009060.1
ENSG00000157335	protein_coding	CLEC18C
ENSG00000223496	protein_coding	EXOSC6
ENSG00000090861	protein_coding	AARS
ENSG00000157349	protein_coding	DDX19B
ENSG00000261777	lncRNA	AC012184.3
ENSG00000168872	protein_coding	DDX19A
ENSG00000285710	lncRNA	AC012184.4
ENSG00000157350	protein_coding	ST3GAL2
ENSG00000260111	lncRNA	AC012184.1
ENSG00000157353	protein_coding	FCSK
ENSG00000103051	protein_coding	COG4
ENSG00000189091	protein_coding	SF3B3
ENSG00000157368	protein_coding	IL34
ENSG00000132613	protein_coding	MTSS2
ENSG00000103043	protein_coding	VAC14
